method,bits,granularity,symmetric,citation,byte_budget,base,choices,n_probes,no_finetune,actual_bytes,loss,loss_per_pos,allocation,traces
HAWQ-V2,8,per_channel,False,"Dong et al., NeurIPS 2020",95744,GPTQ,"[2, 3, 4, 5, 6, 8]",64,True,95744,2.479235887527466,"[2.6716, 2.5485, 2.5054, 2.4684, 2.4811, 2.469, 2.437, 2.4455, 2.463, 2.4309, 2.4591, 2.461, 2.4552, 2.4505, 2.4501, 2.4713]","{""blocks.0.attn.W_K"": 2, ""blocks.0.attn.W_O"": 3, ""blocks.0.attn.W_Q"": 2, ""blocks.0.attn.W_V"": 3, ""blocks.0.mlp.W_in"": 3, ""blocks.0.mlp.W_out"": 3, ""blocks.1.attn.W_K"": 2, ""blocks.1.attn.W_O"": 3, ""blocks.1.attn.W_Q"": 2, ""blocks.1.attn.W_V"": 3, ""blocks.1.mlp.W_in"": 3, ""blocks.1.mlp.W_out"": 3, ""blocks.2.attn.W_K"": 2, ""blocks.2.attn.W_O"": 2, ""blocks.2.attn.W_Q"": 2, ""blocks.2.attn.W_V"": 3, ""blocks.2.mlp.W_in"": 3, ""blocks.2.mlp.W_out"": 3, ""blocks.3.attn.W_K"": 2, ""blocks.3.attn.W_O"": 3, ""blocks.3.attn.W_Q"": 2, ""blocks.3.attn.W_V"": 3, ""blocks.3.mlp.W_in"": 3, ""blocks.3.mlp.W_out"": 4, ""embed.W_E"": 4, ""pos_embed.W_pos"": 5, ""unembed.W_U"": 8}","{""blocks.0.attn.W_K"": -0.01, ""blocks.0.attn.W_O"": 2.15, ""blocks.0.attn.W_Q"": 0.01, ""blocks.0.attn.W_V"": 1.65, ""blocks.0.mlp.W_in"": 2.17, ""blocks.0.mlp.W_out"": 1.25, ""blocks.1.attn.W_K"": 0.03, ""blocks.1.attn.W_O"": 0.82, ""blocks.1.attn.W_Q"": 0.02, ""blocks.1.attn.W_V"": 0.7, ""blocks.1.mlp.W_in"": 1.26, ""blocks.1.mlp.W_out"": 0.98, ""blocks.2.attn.W_K"": 0.05, ""blocks.2.attn.W_O"": 0.55, ""blocks.2.attn.W_Q"": 0.02, ""blocks.2.attn.W_V"": 0.53, ""blocks.2.mlp.W_in"": 1.27, ""blocks.2.mlp.W_out"": 1.05, ""blocks.3.attn.W_K"": 0.02, ""blocks.3.attn.W_O"": 0.7, ""blocks.3.attn.W_Q"": 0.01, ""blocks.3.attn.W_V"": 1.01, ""blocks.3.mlp.W_in"": 5.32, ""blocks.3.mlp.W_out"": 10.66, ""embed.W_E"": 2.67, ""pos_embed.W_pos"": 3.19, ""unembed.W_U"": 140.29}"
HAWQ-V2,8,per_channel,False,"Dong et al., NeurIPS 2020",70272,GPTQ,"[2, 3, 4, 5, 6, 8]",64,True,70272,2.5477664470672607,"[2.7198, 2.6201, 2.5804, 2.5353, 2.5461, 2.5432, 2.5094, 2.5104, 2.5369, 2.5015, 2.5263, 2.5382, 2.5085, 2.5177, 2.5229, 2.5476]","{""blocks.0.attn.W_K"": 2, ""blocks.0.attn.W_O"": 2, ""blocks.0.attn.W_Q"": 2, ""blocks.0.attn.W_V"": 2, ""blocks.0.mlp.W_in"": 2, ""blocks.0.mlp.W_out"": 2, ""blocks.1.attn.W_K"": 2, ""blocks.1.attn.W_O"": 2, ""blocks.1.attn.W_Q"": 2, ""blocks.1.attn.W_V"": 2, ""blocks.1.mlp.W_in"": 2, ""blocks.1.mlp.W_out"": 2, ""blocks.2.attn.W_K"": 2, ""blocks.2.attn.W_O"": 2, ""blocks.2.attn.W_Q"": 2, ""blocks.2.attn.W_V"": 2, ""blocks.2.mlp.W_in"": 2, ""blocks.2.mlp.W_out"": 2, ""blocks.3.attn.W_K"": 2, ""blocks.3.attn.W_O"": 2, ""blocks.3.attn.W_Q"": 2, ""blocks.3.attn.W_V"": 2, ""blocks.3.mlp.W_in"": 2, ""blocks.3.mlp.W_out"": 2, ""embed.W_E"": 2, ""pos_embed.W_pos"": 2, ""unembed.W_U"": 2}","{""blocks.0.attn.W_K"": -0.01, ""blocks.0.attn.W_O"": 2.15, ""blocks.0.attn.W_Q"": 0.01, ""blocks.0.attn.W_V"": 1.65, ""blocks.0.mlp.W_in"": 2.17, ""blocks.0.mlp.W_out"": 1.25, ""blocks.1.attn.W_K"": 0.03, ""blocks.1.attn.W_O"": 0.82, ""blocks.1.attn.W_Q"": 0.02, ""blocks.1.attn.W_V"": 0.7, ""blocks.1.mlp.W_in"": 1.26, ""blocks.1.mlp.W_out"": 0.98, ""blocks.2.attn.W_K"": 0.05, ""blocks.2.attn.W_O"": 0.55, ""blocks.2.attn.W_Q"": 0.02, ""blocks.2.attn.W_V"": 0.53, ""blocks.2.mlp.W_in"": 1.27, ""blocks.2.mlp.W_out"": 1.05, ""blocks.3.attn.W_K"": 0.02, ""blocks.3.attn.W_O"": 0.7, ""blocks.3.attn.W_Q"": 0.01, ""blocks.3.attn.W_V"": 1.01, ""blocks.3.mlp.W_in"": 5.32, ""blocks.3.mlp.W_out"": 10.66, ""embed.W_E"": 2.67, ""pos_embed.W_pos"": 3.19, ""unembed.W_U"": 140.29}"
