method,bits,granularity,symmetric,citation,byte_budget,base,choices,n_probes,no_finetune,actual_bytes,loss,loss_per_pos,allocation,traces
HAWQ-V2,8,per_channel,False,"Dong et al., NeurIPS 2020",83008,GPTQ,"[2, 3, 4, 5, 6, 8]",64,True,82944,2.487579345703125,"[2.6845, 2.5574, 2.5134, 2.4767, 2.4878, 2.4773, 2.4445, 2.4541, 2.468, 2.4402, 2.4663, 2.4695, 2.4645, 2.4588, 2.4597, 2.4786]","{""blocks.0.attn.W_K"": 2, ""blocks.0.attn.W_O"": 3, ""blocks.0.attn.W_Q"": 2, ""blocks.0.attn.W_V"": 3, ""blocks.0.mlp.W_in"": 3, ""blocks.0.mlp.W_out"": 2, ""blocks.1.attn.W_K"": 2, ""blocks.1.attn.W_O"": 2, ""blocks.1.attn.W_Q"": 2, ""blocks.1.attn.W_V"": 3, ""blocks.1.mlp.W_in"": 2, ""blocks.1.mlp.W_out"": 2, ""blocks.2.attn.W_K"": 2, ""blocks.2.attn.W_O"": 2, ""blocks.2.attn.W_Q"": 2, ""blocks.2.attn.W_V"": 2, ""blocks.2.mlp.W_in"": 2, ""blocks.2.mlp.W_out"": 2, ""blocks.3.attn.W_K"": 2, ""blocks.3.attn.W_O"": 2, ""blocks.3.attn.W_Q"": 2, ""blocks.3.attn.W_V"": 3, ""blocks.3.mlp.W_in"": 3, ""blocks.3.mlp.W_out"": 4, ""embed.W_E"": 4, ""pos_embed.W_pos"": 3, ""unembed.W_U"": 6}","{""blocks.0.attn.W_K"": -0.01, ""blocks.0.attn.W_O"": 2.15, ""blocks.0.attn.W_Q"": 0.01, ""blocks.0.attn.W_V"": 1.65, ""blocks.0.mlp.W_in"": 2.17, ""blocks.0.mlp.W_out"": 1.25, ""blocks.1.attn.W_K"": 0.03, ""blocks.1.attn.W_O"": 0.82, ""blocks.1.attn.W_Q"": 0.02, ""blocks.1.attn.W_V"": 0.7, ""blocks.1.mlp.W_in"": 1.26, ""blocks.1.mlp.W_out"": 0.98, ""blocks.2.attn.W_K"": 0.05, ""blocks.2.attn.W_O"": 0.55, ""blocks.2.attn.W_Q"": 0.02, ""blocks.2.attn.W_V"": 0.53, ""blocks.2.mlp.W_in"": 1.27, ""blocks.2.mlp.W_out"": 1.05, ""blocks.3.attn.W_K"": 0.02, ""blocks.3.attn.W_O"": 0.7, ""blocks.3.attn.W_Q"": 0.01, ""blocks.3.attn.W_V"": 1.01, ""blocks.3.mlp.W_in"": 5.32, ""blocks.3.mlp.W_out"": 10.66, ""embed.W_E"": 2.67, ""pos_embed.W_pos"": 3.19, ""unembed.W_U"": 140.29}"
HAWQ-V2,8,per_channel,False,"Dong et al., NeurIPS 2020",76640,GPTQ,"[2, 3, 4, 5, 6, 8]",64,True,76544,2.494173526763916,"[2.6878, 2.5648, 2.5231, 2.4879, 2.4939, 2.4838, 2.4515, 2.4582, 2.4787, 2.4431, 2.4734, 2.4736, 2.4712, 2.4684, 2.4652, 2.4822]","{""blocks.0.attn.W_K"": 2, ""blocks.0.attn.W_O"": 2, ""blocks.0.attn.W_Q"": 2, ""blocks.0.attn.W_V"": 2, ""blocks.0.mlp.W_in"": 2, ""blocks.0.mlp.W_out"": 2, ""blocks.1.attn.W_K"": 2, ""blocks.1.attn.W_O"": 2, ""blocks.1.attn.W_Q"": 2, ""blocks.1.attn.W_V"": 2, ""blocks.1.mlp.W_in"": 2, ""blocks.1.mlp.W_out"": 2, ""blocks.2.attn.W_K"": 2, ""blocks.2.attn.W_O"": 2, ""blocks.2.attn.W_Q"": 2, ""blocks.2.attn.W_V"": 2, ""blocks.2.mlp.W_in"": 2, ""blocks.2.mlp.W_out"": 2, ""blocks.3.attn.W_K"": 2, ""blocks.3.attn.W_O"": 2, ""blocks.3.attn.W_Q"": 2, ""blocks.3.attn.W_V"": 2, ""blocks.3.mlp.W_in"": 3, ""blocks.3.mlp.W_out"": 3, ""embed.W_E"": 3, ""pos_embed.W_pos"": 4, ""unembed.W_U"": 6}","{""blocks.0.attn.W_K"": -0.01, ""blocks.0.attn.W_O"": 2.15, ""blocks.0.attn.W_Q"": 0.01, ""blocks.0.attn.W_V"": 1.65, ""blocks.0.mlp.W_in"": 2.17, ""blocks.0.mlp.W_out"": 1.25, ""blocks.1.attn.W_K"": 0.03, ""blocks.1.attn.W_O"": 0.82, ""blocks.1.attn.W_Q"": 0.02, ""blocks.1.attn.W_V"": 0.7, ""blocks.1.mlp.W_in"": 1.26, ""blocks.1.mlp.W_out"": 0.98, ""blocks.2.attn.W_K"": 0.05, ""blocks.2.attn.W_O"": 0.55, ""blocks.2.attn.W_Q"": 0.02, ""blocks.2.attn.W_V"": 0.53, ""blocks.2.mlp.W_in"": 1.27, ""blocks.2.mlp.W_out"": 1.05, ""blocks.3.attn.W_K"": 0.02, ""blocks.3.attn.W_O"": 0.7, ""blocks.3.attn.W_Q"": 0.01, ""blocks.3.attn.W_V"": 1.01, ""blocks.3.mlp.W_in"": 5.32, ""blocks.3.mlp.W_out"": 10.66, ""embed.W_E"": 2.67, ""pos_embed.W_pos"": 3.19, ""unembed.W_U"": 140.29}"
