epoch,name,layer,iteration,train_r2,test_r2,train_mse,test_mse,subspace_rank,cumulative_dims,singular_values
100,step_000100,2,12,0.6917928760227041,0.671946310905462,0.0514151435629405,0.0537863872847246,2,26,"0.923079,0.878026"
100,step_000100,2,13,0.6428960484661634,0.6274656732656418,0.059565095408383,0.0611346764684685,2,28,"0.951552,0.698217"
100,step_000100,2,14,0.6051218120401423,0.5986449556352043,0.0658570344854126,0.065915502737533,2,30,"0.968358,0.626554"
100,step_000100,3,0,0.9407138999904155,0.935647742044362,0.0098885392869894,0.0105620570923131,2,2,"0.914575,0.710689"
100,step_000100,3,1,0.924239527631331,0.9195298638291975,0.0126364330600507,0.013206541730853,2,4,"0.722442,0.616723"
100,step_000100,3,2,0.9120358094410044,0.9088819622818912,0.0146730840140189,0.0149545033327808,2,6,"1.009822,0.476243"
100,step_000100,3,3,0.8990396685851594,0.8975003517022904,0.0168409980795223,0.0168164394983923,2,8,"0.738924,0.527650"
100,step_000100,3,4,0.8864708748163616,0.8816164587627927,0.0189367445940206,0.0194294564526038,2,10,"0.751792,0.488800"
100,step_000100,3,5,0.8733411568120438,0.8706874045701524,0.021127245559652,0.0212204777716186,2,12,"0.770316,0.474969"
100,step_000100,3,6,0.8592375562827907,0.8564817514083293,0.0234800684142306,0.0235502681178648,2,14,"0.825810,0.463998"
100,step_000100,3,7,0.8298704264994358,0.8252843273858183,0.0283795694510341,0.0286445124900986,2,16,"0.842069,0.763012"
100,step_000100,3,8,0.7982991107565806,0.7958476642262916,0.0336440456988986,0.0335066526312371,2,18,"0.903277,0.873671"
100,step_000100,3,9,0.7663642797541373,0.759668795579195,0.0389681193391741,0.0394729721115862,2,20,"0.883400,0.815298"
100,step_000100,3,10,0.7256282178298123,0.7198403149601725,0.0457566021542935,0.0460498138354305,2,22,"0.957218,0.798583"
100,step_000100,3,11,0.6862737716421031,0.676891749145304,0.0523144931778295,0.0531258570490035,2,24,"0.983744,0.595935"
100,step_000100,3,12,0.6565005627342396,0.6453517960008471,0.057275993286804,0.0583288330266257,2,26,"0.908450,0.617010"
100,step_000100,3,13,0.6058774529529866,0.5948183840763356,0.0657075331892505,0.0667173561542762,2,28,"0.831750,0.598533"
100,step_000100,3,14,0.5662399062952224,0.5610615466508838,0.0723127051084819,0.0722776620027661,2,30,"0.765965,0.607085"
200,step_000200,0,0,0.9326470856795848,0.9246068928372873,0.0112363757731159,0.0123586333912041,2,2,"2.003868,1.638538"
200,step_000200,0,1,0.924532131907718,0.9181261687336232,0.0125884916373173,0.0134370055392014,2,4,"2.069747,1.637340"
200,step_000200,0,2,0.9193435155928728,0.9120636900725524,0.0134526473510224,0.0144462237814582,2,6,"1.978070,1.030269"
200,step_000200,0,3,0.914482651742856,0.9072165749491176,0.0142620998250044,0.0152550307976506,2,8,"1.504403,1.063372"
200,step_000200,0,4,0.9095365478933082,0.9035879630227974,0.015085675388318,0.0158582356771913,2,10,"1.393289,0.851660"
200,step_000200,0,5,0.9051361115284706,0.8990589783207499,0.0158189039933353,0.0166031917358504,2,12,"1.116353,1.036048"
200,step_000200,0,6,0.9017307948810878,0.8949740915138594,0.0163869557991561,0.0172711032611244,2,14,"1.363941,0.910946"
200,step_000200,0,7,0.8976981599987962,0.8907379710919333,0.0170597253359125,0.0179648847469124,2,16,"1.328224,1.002817"
200,step_000200,0,8,0.8931084108587802,0.8854839912151945,0.0178257199045425,0.0188142520244778,2,18,"1.496472,0.864267"
200,step_000200,0,9,0.8867717125823532,0.8794776259124549,0.0188836338740936,0.0197941560236784,2,20,"1.822806,0.922175"
200,step_000200,0,10,0.8789230931930555,0.8709886188551673,0.0201939650875735,0.0211748161649889,2,22,"1.854358,0.640575"
200,step_000200,0,11,0.8706813712755282,0.8621104955857456,0.0215695469118228,0.0226246988778367,2,24,"1.697857,0.759217"
200,step_000200,0,12,0.8601886167473536,0.8502046021873989,0.0233218294534667,0.0245625441513521,2,26,"1.638606,0.885210"
200,step_000200,0,13,0.8507987246600472,0.8395004456304992,0.0248894763145556,0.0263148140955013,2,28,"1.641375,0.945651"
200,step_000200,0,14,0.8398174534215879,0.8292650056355036,0.0267206096468711,0.0279839817338959,2,30,"1.651585,0.876090"
200,step_000200,1,0,0.9497255279627218,0.9450573711325349,0.008384330038559,0.0090404344353062,2,2,"1.506340,1.096168"
200,step_000200,1,1,0.93684695136968,0.9349249729451438,0.0105331878403078,0.0107002542475257,2,4,"1.353867,0.956294"
200,step_000200,1,2,0.9246090495841988,0.921393652144652,0.0125757597038618,0.0129167210265081,2,6,"1.020085,0.682431"
200,step_000200,1,3,0.9162305888846028,0.913377429743398,0.0139733968928161,0.0142356553294031,2,8,"1.098908,0.662443"
200,step_000200,1,4,0.9090357429544932,0.9058065696877636,0.0151732627449097,0.0154860503402999,2,10,"0.845885,0.703336"
200,step_000200,1,5,0.9010538349838342,0.8958183872131092,0.0165047057982294,0.0171180748793382,2,12,"0.941139,0.674915"
200,step_000200,1,6,0.8928240664921526,0.8873730501497158,0.0178772805115438,0.0184959265422217,2,14,"0.939680,0.651060"
200,step_000200,1,7,0.8838135172262037,0.8751093369972746,0.0193814947427928,0.0205002725330191,2,16,"0.786646,0.525915"
200,step_000200,1,8,0.8778243265671083,0.8696083045433948,0.020381127946168,0.0214029418607254,2,18,"0.753145,0.550661"
200,step_000200,1,9,0.8703898110908073,0.8583749679816504,0.0216220711538344,0.0232320022898719,2,20,"0.746200,0.586718"
200,step_000200,1,10,0.8548190176801413,0.839215996888989,0.0242223456672253,0.0263554660792787,2,22,"1.248945,0.595289"
200,step_000200,1,11,0.8383620560427211,0.8239314332635418,0.0269692274874824,0.028857232157385,2,24,"1.144271,0.708972"
200,step_000200,1,12,0.8224600253165893,0.8076082537566047,0.0296222558691458,0.0315287876746361,2,26,"1.171312,0.698513"
200,step_000200,1,13,0.8014348216638542,0.7850923059507249,0.0331296754999625,0.0352200216690938,2,28,"1.221980,0.807889"
200,step_000200,1,14,0.7663729220808836,0.750401080674409,0.0389790691223311,0.0408835395481495,2,30,"0.969284,0.815401"
200,step_000200,2,0,0.9433860419782611,0.9372180735403562,0.0094438371358864,0.0103016041476268,2,2,"0.851141,0.707831"
200,step_000200,2,1,0.9312528264692576,0.9270011968242834,0.0114666226350274,0.0119859315182622,2,4,"0.664799,0.621703"
200,step_000200,2,2,0.9213413774326764,0.9179451948243472,0.0131190923536953,0.0134788167148513,2,6,"0.684185,0.547712"
200,step_000200,2,3,0.911756554209516,0.9102989633008496,0.0147180227157594,0.0147341521500492,2,8,"0.641086,0.473908"
200,step_000200,2,4,0.9010961901394126,0.8981457848811291,0.0164967341255149,0.016721545281072,2,10,"0.712991,0.473786"
200,step_000200,2,5,0.8917682702942553,0.8880967664750904,0.0180532629579131,0.0183672229448049,2,12,"0.810311,0.354533"
200,step_000200,2,6,0.87650703425718,0.8701813970510014,0.0206007822705675,0.0212883206373762,2,14,"0.907149,0.402419"
200,step_000200,2,7,0.8531989647349727,0.8446634105366385,0.0244936347035795,0.0254519964964525,2,16,"0.949768,0.442427"
200,step_000200,2,8,0.8351834806177153,0.8223633180276911,0.027501948481285,0.0290869286258151,2,18,"0.824154,0.485272"
200,step_000200,2,9,0.8180547263193759,0.8032787934665899,0.0303581085881397,0.0322391643299591,2,20,"0.759657,0.650317"
200,step_000200,2,10,0.7985320853957205,0.7816974734666297,0.0336121034840681,0.0358044077555972,2,22,"0.770900,0.515393"
200,step_000200,2,11,0.7749339095348216,0.7626911540112028,0.0375496568655192,0.038914713419709,2,24,"0.835898,0.662977"
200,step_000200,2,12,0.7447089052674841,0.7294098914981765,0.0425887825498882,0.0443481140121171,2,26,"0.712169,0.669429"
200,step_000200,2,13,0.7165561793205008,0.7005394676624596,0.0472779845823022,0.0491495561613201,2,28,"0.818130,0.675679"
200,step_000200,2,14,0.6750638209062355,0.6639830679534265,0.0541907606564538,0.0551806350208354,2,30,"0.889785,0.559590"
200,step_000200,3,0,0.9460810020006188,0.9393202422263206,0.0089944591771215,0.0099569008040334,2,2,"0.881127,0.691189"
200,step_000200,3,1,0.9331486991198502,0.9291301392489046,0.0111513148964989,0.0116347989820169,2,4,"0.705062,0.573356"
200,step_000200,3,2,0.9217392892957692,0.9167813751326068,0.0130537012955415,0.0136601192407093,2,6,"0.646336,0.494393"
200,step_000200,3,3,0.9116493049217776,0.9070527879226482,0.0147354473859582,0.0152646860978262,2,8,"0.523299,0.450944"
200,step_000200,3,4,0.9036448591270084,0.8997162848940677,0.0160702327679826,0.0164751953390364,2,10,"0.545802,0.402866"
200,step_000200,3,5,0.8931128123865903,0.8896756387977133,0.0178277491537495,0.0181231506405328,2,12,"0.655899,0.450957"
200,step_000200,3,6,0.8816825276809999,0.8771504653035999,0.0197354358616954,0.0201668931440244,2,14,"0.627962,0.352925"
200,step_000200,3,7,0.8626864111327276,0.8575078873199731,0.0229061473081659,0.0233643722415963,2,16,"0.635858,0.384761"
200,step_000200,3,8,0.8487316914749529,0.8425572305984054,0.0252341221294721,0.0258119709385151,2,18,"0.684629,0.522558"
200,step_000200,3,9,0.8167866221428479,0.8111034537223295,0.0305592931142282,0.0310186120608332,2,20,"0.763134,0.628982"
200,step_000200,3,10,0.7818698453469793,0.7733674001266723,0.0363767867292634,0.0372359766508269,2,22,"0.816310,0.529609"
200,step_000200,3,11,0.7527892424926893,0.7377147411063616,0.0412229155275633,0.0431302360250514,2,24,"0.705706,0.561177"
200,step_000200,3,12,0.7255422335260873,0.7113144666972722,0.0457613355189703,0.0475130001518657,2,26,"0.680658,0.557359"
200,step_000200,3,13,0.6981920533508742,0.6862324564762492,0.0503159995078958,0.0516728660094367,2,28,"0.616471,0.542713"
200,step_000200,3,14,0.6666603261721368,0.6537913961135164,0.0555720452676854,0.0570205534752048,2,30,"0.645315,0.531571"
300,step_000300,0,0,0.9322642843097416,0.9236980614464636,0.0112996773345409,0.0125221436789529,2,2,"1.944760,1.695771"
300,step_000300,0,1,0.9266566672284968,0.920567258959691,0.012234283723024,0.0130384889214116,2,4,"1.807049,1.395951"
300,step_000300,0,2,0.9217786848219084,0.9150055324702648,0.0130468306404911,0.0139605265028915,2,6,"1.653568,1.196471"
300,step_000300,0,3,0.91761190697782,0.9111212569352704,0.0137408303178298,0.0146125978413314,2,8,"1.576874,0.986088"
300,step_000300,0,4,0.913554561109394,0.9069630930219618,0.0144164950613511,0.0153028751718805,2,10,"1.575378,0.902109"
300,step_000300,0,5,0.90967103322478,0.9034724071814496,0.0150630382628423,0.0158809258254516,2,12,"1.370940,0.902319"
300,step_000300,0,6,0.9061472913441164,0.900550644847644,0.0156503555939611,0.0163643076523278,2,14,"1.193149,0.865849"
300,step_000300,0,7,0.9024930900175964,0.8954129461725451,0.0162598605670242,0.0172063098575241,2,16,"1.103975,0.812202"
300,step_000300,0,8,0.8988476842920884,0.8914722664713448,0.016867907560726,0.0178542691471829,2,18,"1.270870,0.797344"
300,step_000300,0,9,0.8939594313276732,0.8870960270351463,0.0176841198028349,0.0185646833158913,2,20,"1.465754,0.678119"
300,step_000300,0,10,0.8833235096407744,0.8747405682805983,0.019460898110724,0.0205680088194294,2,22,"1.888946,0.651248"
300,step_000300,0,11,0.8761466206118126,0.8671781086639356,0.0206592604338848,0.0217966887457178,2,24,"1.400142,0.789648"
300,step_000300,0,12,0.8668238153160418,0.8593004540331481,0.0222163328771586,0.0230846358907911,2,26,"1.543521,0.743203"
300,step_000300,0,13,0.8584028166804535,0.8475306456036393,0.0236225682074545,0.0250024531057646,2,28,"1.451368,0.690708"
300,step_000300,0,14,0.849257469966649,0.8394058315925809,0.0251480621701912,0.0263340553936951,2,30,"1.635019,1.048912"
300,step_000300,1,0,0.9502850174183723,0.9455434969919152,0.0082911649985565,0.0089585404788713,2,2,"1.503716,1.022787"
300,step_000300,1,1,0.9384998823984262,0.9368880441137856,0.0102568602294385,0.0103839055258863,2,4,"1.198794,0.977684"
300,step_000300,1,2,0.9268562397357588,0.9248287325381904,0.0122001285479461,0.0123599293240779,2,6,"1.173050,0.678175"
300,step_000300,1,3,0.9195548411721148,0.9160363796060724,0.0134183950089071,0.0138003197180646,2,8,"0.919395,0.661419"
300,step_000300,1,4,0.9124149985042482,0.9093236291398028,0.0146097664390203,0.0149024147180122,2,10,"0.945466,0.699277"
300,step_000300,1,5,0.9060842565610296,0.901365965835756,0.0156655732851948,0.0162111769382462,2,12,"0.795886,0.620685"
300,step_000300,1,6,0.8986626548861952,0.8937185693123667,0.0169033226528231,0.0174630987061364,2,14,"0.892367,0.613184"
300,step_000300,1,7,0.8925153755884697,0.8859471251130046,0.0179286685305817,0.0187478232061079,2,16,"0.860477,0.510562"
300,step_000300,1,8,0.886209222068857,0.8779912554314523,0.0189813006623259,0.0200433163219106,2,18,"0.649407,0.434470"
300,step_000300,1,9,0.880847412376128,0.870365410819257,0.0198762111204464,0.0212925123330064,2,20,"0.743707,0.478186"
300,step_000300,1,10,0.8698095717803443,0.8573838202323559,0.0217188225984649,0.0234199987313678,2,22,"0.899918,0.555624"
300,step_000300,1,11,0.8570396410302683,0.8456036125191769,0.0238507782793406,0.0253389275271219,2,24,"0.952277,0.495559"
300,step_000300,1,12,0.8431687434428706,0.8288570575838156,0.0261656837633215,0.0280858636757927,2,26,"0.973575,0.660229"
300,step_000300,1,13,0.8236604171148717,0.8106538439071785,0.0294198944324075,0.0310804938023929,2,28,"0.929362,0.765176"
300,step_000300,1,14,0.7919093574351691,0.7785001674311948,0.0347177263518422,0.0363342269036052,2,30,"1.121325,0.736418"
300,step_000300,2,0,0.9456528381424048,0.939238382436286,0.0090651803566643,0.0099794885581077,2,2,"0.887363,0.636429"
300,step_000300,2,1,0.9340864585360592,0.9309636936645076,0.0109936164224049,0.0113426851316477,2,4,"0.605630,0.541145"
300,step_000300,2,2,0.9268954351701524,0.9235729111635456,0.0121921699089095,0.0125644675195739,2,6,"0.615346,0.523380"
300,step_000300,2,3,0.9170590885699748,0.9139882397793372,0.0138326299989623,0.0141390091814415,2,8,"0.584003,0.403360"
300,step_000300,2,4,0.9087555680290936,0.9061435984586912,0.0152172014582509,0.0154326000352277,2,10,"0.625883,0.389315"
300,step_000300,2,5,0.9001106876739019,0.8968733186884892,0.0166600933024464,0.0169515833670127,2,12,"0.700887,0.381312"
300,step_000300,2,6,0.8887073787819496,0.8829987629510829,0.0185634962689129,0.0192094959226551,2,14,"0.808298,0.424519"
300,step_000300,2,7,0.8679080896450682,0.8604328919611106,0.0220380842282279,0.0228777622432477,2,16,"0.794604,0.354734"
300,step_000300,2,8,0.8525245775916462,0.8405884403133408,0.0246069491091616,0.0261243234845759,2,18,"0.830300,0.406515"
300,step_000300,2,9,0.8379807069144616,0.8251454190660414,0.027033752026118,0.0286630236276253,2,20,"0.650733,0.589125"
300,step_000300,2,10,0.8200459643177106,0.8054337565628864,0.0300247546998055,0.031912481348754,2,22,"0.675379,0.536871"
300,step_000300,2,11,0.7958469259110154,0.7791129777766894,0.0340622897018954,0.0362209486780993,2,24,"0.851207,0.498611"
300,step_000300,2,12,0.7714959758937011,0.7574466079612242,0.038123402741618,0.0397610056844561,2,26,"0.785870,0.637069"
300,step_000300,2,13,0.7301272695721283,0.7133883678920133,0.0450213365857823,0.0469705020350338,2,28,"0.826872,0.593166"
300,step_000300,2,14,0.7013367952924106,0.6814461975632073,0.0498179790233692,0.052269761712205,2,30,"0.741417,0.518968"
300,step_000300,3,0,0.9477213867913252,0.9422143484015342,0.0087206368464092,0.0094849772250229,2,2,"0.790757,0.592430"
300,step_000300,3,1,0.9365150545051136,0.9331357074192078,0.0105897025478745,0.0109833578234163,2,4,"0.589425,0.481311"
300,step_000300,3,2,0.9270948938737824,0.9236586764391254,0.012159983022214,0.0125443828596084,2,6,"0.541791,0.446165"
300,step_000300,3,3,0.9179911307716168,0.913681388003725,0.0136765273747438,0.0141964281102236,2,8,"0.511977,0.353901"
300,step_000300,3,4,0.9103595753846369,0.9062332356341066,0.0149485921563563,0.0154265895131557,2,10,"0.467028,0.356078"
300,step_000300,3,5,0.9001817285988681,0.8967064005266864,0.0166469824723656,0.0169832781843372,2,12,"0.500409,0.346474"
300,step_000300,3,6,0.8911188336526533,0.8861124186149798,0.0181587821836117,0.0187209030418794,2,14,"0.702612,0.341517"
300,step_000300,3,7,0.8770955225801814,0.871672524197173,0.0205002788971986,0.0210709187142181,2,16,"0.639155,0.341910"
300,step_000300,3,8,0.8593784022421,0.8534359367451,0.0234563538808973,0.0240780220624177,2,18,"0.580092,0.465412"
300,step_000300,3,9,0.8383190850453471,0.8314053989948288,0.0269663072521204,0.027735203240795,2,20,"0.566440,0.466029"
300,step_000300,3,10,0.8165121021201012,0.8035521265536042,0.030602908492713,0.0322995501693126,2,22,"0.655299,0.489130"
300,step_000300,3,11,0.7803429747148041,0.7685047895869128,0.0366334497191967,0.038099084990969,2,24,"0.620164,0.575318"
300,step_000300,3,12,0.7517771056485177,0.7391722685307069,0.0413924227711943,0.0429430975463841,2,26,"0.670612,0.448076"
300,step_000300,3,13,0.7195981290678269,0.7025477730452881,0.0467571508715492,0.0489634855059693,2,28,"0.678963,0.577829"
300,step_000300,3,14,0.6857554355577292,0.681847392620066,0.0523970440031765,0.0524023973697228,2,30,"0.646786,0.513366"
400,step_000400,0,0,0.9332998613282744,0.9249697056649704,0.0111270067774986,0.0123188340660472,2,2,"1.983760,1.889263"
400,step_000400,0,1,0.9277463289076668,0.9217043977861924,0.0120526175418009,0.0128547464807622,2,4,"1.654760,1.287453"
400,step_000400,0,2,0.9234965313294246,0.9171396759119116,0.0127606602283128,0.0136092316878051,2,6,"1.673567,1.177044"
400,step_000400,0,3,0.919939596290087,0.9138075848256848,0.0133532164136714,0.0141672241249696,2,8,"1.557211,0.995862"
400,step_000400,0,4,0.9159697340132132,0.909299617667704,0.014014371564412,0.0149151203743739,2,10,"1.407818,0.858300"
400,step_000400,0,5,0.911176712947746,0.9049144223464514,0.0148122858734898,0.0156401589880418,2,12,"1.322754,0.884078"
400,step_000400,0,6,0.9076975803938744,0.9016403063767332,0.0153921102773931,0.016182288320622,2,14,"1.073417,0.870309"
400,step_000400,0,7,0.904694525195406,0.8979072235926621,0.0158928314095629,0.0167938401591715,2,16,"1.337571,0.891565"
400,step_000400,0,8,0.9014245297492124,0.8937006542639652,0.0164383649363895,0.0174851161564711,2,18,"1.143960,0.772439"
400,step_000400,0,9,0.8947512542228925,0.8883119413873409,0.0175524515797783,0.0183627033422176,2,20,"1.591057,0.650293"
400,step_000400,0,10,0.8849806852735287,0.8769270103917286,0.0191846524548684,0.0202080503765069,2,22,"1.805196,0.647160"
400,step_000400,0,11,0.8794870803125695,0.8707574961440372,0.0201017081992477,0.0212075056615883,2,24,"1.507214,0.646309"
400,step_000400,0,12,0.8713291899940904,0.8629266842643427,0.0214639949781586,0.0224911602137747,2,26,"1.697332,0.548298"
400,step_000400,0,13,0.8643338633651801,0.855059259590592,0.0226315739387514,0.0237789003981814,2,28,"1.603377,0.906840"
400,step_000400,0,14,0.8528410091631349,0.8425790111147466,0.0245492863464428,0.0258238488583614,2,30,"1.581718,1.204273"
400,step_000400,1,0,0.9507816191620676,0.9462835564227792,0.0082083394530531,0.0088375046309581,2,2,"1.478125,0.979779"
400,step_000400,1,1,0.9395369854544996,0.9376579753344536,0.0100837394772266,0.0102589455385837,2,4,"1.141294,0.967835"
400,step_000400,1,2,0.9285105016464468,0.9258626763640913,0.0119237493472705,0.0121935005344634,2,6,"1.188830,0.687379"
400,step_000400,1,3,0.9211406301577666,0.9174879970649816,0.0131537974704909,0.0135625965218405,2,8,"0.955402,0.643745"
400,step_000400,1,4,0.9148060312728116,0.9119207615701168,0.0142107962215674,0.0144764918952472,2,10,"0.951047,0.677617"
400,step_000400,1,5,0.9074519857070192,0.9030240085740512,0.0154374236584339,0.0159384626447505,2,12,"0.704058,0.655933"
400,step_000400,1,6,0.9003151072982267,0.8958586486619012,0.0166278746543154,0.0171096952747971,2,14,"0.776254,0.633167"
400,step_000400,1,7,0.8950735625552908,0.8875604891480348,0.0175021654932289,0.0184733091545337,2,16,"0.824023,0.489373"
400,step_000400,1,8,0.8893441849333309,0.8814356587914963,0.0184583553731122,0.0194798873947519,2,18,"0.646333,0.441039"
400,step_000400,1,9,0.883287009770251,0.8733350363233116,0.0194695273339878,0.0207963392077308,2,20,"0.771664,0.427078"
400,step_000400,1,10,0.8740972126535049,0.8645346737981418,0.0210031820977446,0.0222405346862249,2,22,"0.851645,0.498016"
400,step_000400,1,11,0.8626480512328628,0.8482610887749079,0.0229148399144867,0.0248896557735427,2,24,"0.906324,0.489109"
400,step_000400,1,12,0.8476505103627088,0.834953418156454,0.0254176440568663,0.0270710752630287,2,26,"0.997356,0.594575"
400,step_000400,1,13,0.8286630637680243,0.815747454755789,0.0285841186090466,0.0302279171607385,2,28,"1.177099,0.673381"
400,step_000400,1,14,0.8036733371221016,0.7882781170481016,0.0327518738834267,0.034725264751166,2,30,"1.153579,0.784287"
400,step_000400,2,0,0.9469156061358722,0.9411443189453552,0.0088543528259648,0.0096693327980751,2,2,"0.886588,0.621127"
400,step_000400,2,1,0.9363144711786204,0.9334192341584392,0.0106221403023358,0.0109437738262287,2,4,"0.586281,0.496145"
400,step_000400,2,2,0.9295083181752672,0.9271665446380822,0.0117563008407738,0.0119767746497503,2,6,"0.584885,0.505905"
400,step_000400,2,3,0.9191975803231788,0.915140758170737,0.0134755862499393,0.0139532646336908,2,8,"0.535788,0.389037"
400,step_000400,2,4,0.9104796937430611,0.9080322145669028,0.0149298280193863,0.0151216506347243,2,10,"0.606920,0.390455"
400,step_000400,2,5,0.9012906402904934,0.8976659111759444,0.0164638155683187,0.0168065495141764,2,12,"0.683879,0.362693"
400,step_000400,2,6,0.8885306136949875,0.882275796240367,0.0185939774858884,0.019316774297251,2,14,"0.828070,0.350668"
400,step_000400,2,7,0.8735012139145087,0.864856677062784,0.0211036267490917,0.0221597846546218,2,16,"0.791518,0.332238"
400,step_000400,2,8,0.8580247567644891,0.8473483782341388,0.0236869665488207,0.0250381586137675,2,18,"0.881704,0.467926"
400,step_000400,2,9,0.8422946341336711,0.829369017203237,0.0263105521090888,0.0280006175710962,2,20,"0.766477,0.476003"
400,step_000400,2,10,0.8239992927230956,0.8075494356808622,0.0293621583214417,0.0315898725888105,2,22,"0.620951,0.525344"
